name,car_type,version,kms_driven,ownership_status,oil_type,down_payment,original_price,reduced_price,City
2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"43,405 km",1st Owner,Petrol,"₹12,453/month","₹6,95,000","₹6,37,000",Chennai
2016 Tata Tiago,XZ PETROL,Manual,"70,190 km",1st Owner,Petrol,"₹7,840/month","₹4,34,000","₹4,01,000",Chennai
2017 Maruti Baleno,RS 1.0 PETROL,Manual,"93,802 km",1st Owner,Petrol,"₹11,808/month","₹6,60,000","₹6,04,000",Chennai
2017 Hyundai Elite i20,ASTA 1.2,Manual,"47,971 km",1st Owner,Petrol,"₹12,590/month","₹7,03,000","₹6,44,000",Chennai
2016 Skoda Rapid,ELEGANCE 1.6 MPFI AT,Automatic,"99,813 km",2nd Owner,Petrol,"₹12,649/month","₹7,81,000","₹6,47,000",Chennai
2016 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"36,505 km",2nd Owner,Diesel,"₹13,372/month","₹6,97,000","₹6,84,000",Chennai
2015 Renault Duster,85 PS RXL DIESEL,Manual,"1,08,568 km",3rd Owner,Diesel,"₹10,244/month","₹5,55,000","₹5,24,000",Chennai
2018 Maruti Swift,VXI,Manual,"1,03,607 km",1st Owner,Petrol,"₹10,889/month","₹5,90,000","₹5,57,000",Chennai
2020 Renault TRIBER,RXT,Manual,"11,138 km",1st Owner,Petrol,"₹13,490/month","₹7,19,000","₹6,90,000",Chennai
2017 Hyundai i20 Active,1.4 SX,Manual,"1,00,844 km",2nd Owner,Diesel,"₹12,884/month","₹7,11,000","₹6,59,000",Chennai
2019 Maruti Baleno,ALPHA PETROL 1.2,Manual,"40,237 km",1st Owner,Petrol,"₹14,917/month","₹8,13,000","₹7,63,000",Chennai
2016 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"85,885 km",1st Owner,Petrol,"₹16,541/month","₹9,34,000","₹8,69,000",Chennai
2022 Maruti Swift,VXI,Manual,"7,798 km",1st Owner,Petrol,"₹13,861/month","₹7,48,000","₹7,09,000",Chennai
2018 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"72,955 km",2nd Owner,Diesel,"₹14,799/month","₹8,13,000","₹7,57,000",Chennai
2018 Datsun Redi Go,T (O),Manual,"91,261 km",1st Owner,Petrol,"₹5,689/month","₹3,25,000","₹2,91,000",Chennai
2016 Maruti Baleno,ALPHA PETROL 1.2,Manual,"82,771 km",1st Owner,Petrol,"₹11,261/month","₹6,26,000","₹5,76,000",Chennai
2018 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"1,06,848 km",1st Owner,Petrol,"₹13,138/month","₹7,40,000","₹6,72,000",Chennai
2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"79,390 km",2nd Owner,Petrol,"₹14,584/month","₹7,60,000","₹7,46,000",Chennai
2017 Nissan Micra,XV CVT,Automatic,"56,747 km",1st Owner,Petrol,"₹9,736/month","₹5,54,000","₹4,98,000",Chennai
2012 Honda City,1.5L I-VTEC V MT,Manual,"1,12,813 km",2nd Owner,Petrol,"₹8,231/month","₹4,33,000","₹4,21,000",Chennai
2016 Honda Jazz,1.2L I-VTEC V,Manual,"29,010 km",2nd Owner,Petrol,"₹10,538/month","₹5,62,000","₹5,39,000",Chennai
2020 Tata NEXON,XZA PLUS (O) DIESEL,Automatic,"50,578 km",1st Owner,Diesel,"₹21,109/month","₹11,52,000","₹11,09,000",Chennai
2019 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"73,834 km",2nd Owner,Diesel,"₹15,249/month","₹8,30,000","₹7,80,000",Chennai
2018 Tata NEXON,XZ PLUS DIESEL DUAL TONE,Manual,"1,24,653 km",1st Owner,Diesel,"₹15,347/month","₹8,16,000","₹7,85,000",Chennai
2014 Maruti Swift Dzire,VDI,Manual,"1,06,335 km",1st Owner,Diesel,"₹9,873/month","₹5,34,000","₹5,05,000",Chennai
2016 Ford Ecosport,AMBIENTE 1.5L PETROL,Manual,"66,969 km",1st Owner,Petrol,"₹10,342/month","₹5,78,000","₹5,29,000",Chennai
2019 Honda City,1.5L I-VTEC V MT,Manual,"38,408 km",1st Owner,Petrol,"₹16,712/month","₹8,84,000","₹8,78,000",Chennai
2021 Renault TRIBER,RXZ,Manual,"27,216 km",1st Owner,Petrol,"₹13,783/month","₹7,64,000","₹7,05,000",Chennai
2018 Ford Ecosport,TITANIUM 1.0L ECOBOOST SPORTS(SUNROOF),Manual,"64,485 km",1st Owner,Petrol,"₹15,665/month","₹9,25,000","₹8,23,000",Chennai
2017 Hyundai Elite i20,MAGNA EXECUTIVE 1.2,Manual,"35,112 km",1st Owner,Petrol,"₹11,574/month","₹6,00,000","₹5,92,000",Chennai
2021 Tata Harrier,XZA PLUS 2.0L DARK EDITION,Automatic,"13,330 km",1st Owner,Diesel,"₹36,032/month","₹20,37,000","₹18,93,000",Chennai
2013 Hyundai i10,MAGNA 1.2,Manual,"58,937 km",2nd Owner,Petrol,"₹6,432/month","₹3,42,000","₹3,29,000",Chennai
2016 Maruti Swift Dzire,VXI,Manual,"88,690 km",1st Owner,Petrol,"₹9,990/month","₹5,55,000","₹5,11,000",Chennai
2019 Maruti Swift,ZXI PLUS AMT,Automatic,"53,211 km",1st Owner,Petrol,"₹13,470/month","₹7,45,000","₹6,89,000",Chennai
2022 Hyundai ALCAZAR,PLATINUM 1.5 MT 7STR,Manual,"4,266 km",1st Owner,Diesel,"₹36,755/month","₹20,40,000","₹19,31,000",Chennai
2022 Maruti Alto,VXI,Manual,"2,537 km",1st Owner,Petrol,"₹8,602/month","₹4,56,000","₹4,40,000",Chennai
2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"29,483 km",1st Owner,Petrol,"₹15,621/month","₹8,25,000","₹7,99,000",Chennai
2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"16,192 km",1st Owner,Petrol,"₹9,716/month","₹5,50,000","₹4,97,000",Chennai
2022 Tata NEXON,XM SUNROOF PETROL,Manual,"43,474 km",1st Owner,Petrol,"₹16,769/month","₹9,30,000","₹8,81,000",Chennai
2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"76,457 km",2nd Owner,Petrol,"₹10,889/month","₹6,45,000","₹5,57,000",Chennai
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"21,476 km",1st Owner,Petrol,"₹10,127/month","₹5,60,000","₹5,18,000",Chennai
2022 Tata NEXON,XZ PLUS PETROL SUNROOF,Manual,"12,018 km",1st Owner,Petrol,"₹20,481/month","₹11,12,000","₹10,76,000",Chennai
2017 Honda City,1.5L I-VTEC V MT,Manual,"1,15,545 km",1st Owner,Petrol,"₹15,015/month","₹8,31,000","₹7,68,000",Chennai
2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"51,820 km",1st Owner,Petrol,"₹9,677/month","₹5,40,000","₹4,95,000",Chennai
2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"51,620 km",2nd Owner,Petrol,"₹11,300/month","₹6,34,000","₹5,78,000",Chennai
2016 Maruti Baleno,ALPHA DIESEL 1.3,Manual,"1,23,394 km",1st Owner,Diesel,"₹11,183/month","₹6,34,000","₹5,72,000",Chennai
2022 Maruti Dzire,ZXI Plus AMT,Automatic,"27,188 km",1st Owner,Petrol,"₹16,769/month","₹9,02,000","₹8,81,000",Chennai
2018 Maruti Celerio X,ZXI AMT,Automatic,"89,329 km",1st Owner,Petrol,"₹8,426/month","₹4,90,000","₹4,31,000",Chennai
2022 Renault TRIBER,RXZ DUAL TONE,Manual,"8,433 km",1st Owner,Petrol,"₹14,995/month","₹8,01,000","₹7,67,000",Chennai
2016 Ford Ecosport,AMBIENTE 1.5L PETROL,Manual,"1,11,586 km",2nd Owner,Petrol,"₹9,501/month","₹5,48,000","₹4,86,000",Chennai
2022 Maruti Dzire,VXI AMT,Automatic,"45,324 km",1st Owner,Petrol,"₹15,366/month","₹8,26,000","₹7,86,000",Chennai
2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"62,909 km",3rd Owner,Petrol,"₹11,574/month","₹6,46,000","₹5,92,000",Chennai
2017 Tata Tiago,XZ PETROL,Manual,"1,20,924 km",2nd Owner,Petrol,"₹8,563/month","₹4,55,000","₹4,38,000",Chennai
2019 Hyundai VENUE,SX 1.0 (O) TURBO,Manual,"47,244 km",3rd Owner,Petrol,"₹16,712/month","₹9,31,000","₹8,78,000",Chennai
2013 Maruti Swift,VDI,Manual,"59,771 km",2nd Owner,Diesel,"₹8,367/month","₹4,58,000","₹4,28,000",Chennai
2016 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"64,906 km",2nd Owner,Petrol,"₹8,055/month","₹4,66,000","₹4,12,000",Chennai
2019 Hyundai NEW SANTRO,MAGNA,Manual,"59,985 km",1st Owner,Petrol,"₹8,817/month","₹5,36,000","₹4,51,000",Chennai
2015 Honda Jazz,1.2L I-VTEC V AT,Automatic,"53,583 km",1st Owner,Petrol,"₹10,401/month","₹5,74,000","₹5,32,000",Chennai
2019 Hyundai NEW SANTRO,MAGNA,Manual,"67,988 km",1st Owner,Petrol,"₹8,407/month","₹4,72,000","₹4,30,000",Chennai
2022 Maruti Celerio,VXI,Manual,"8,191 km",1st Owner,Petrol,"₹11,026/month","₹6,11,000","₹5,64,000",Chennai
2019 Hyundai VENUE,SX 1.0 (O) TURBO,Manual,"16,383 km",1st Owner,Petrol,"₹17,645/month","₹9,53,000","₹9,27,000",Chennai
2017 Mahindra TUV300,T8,Manual,"75,757 km",2nd Owner,Diesel,"₹15,601/month","₹8,08,000","₹7,98,000",Chennai
2018 Renault Kwid,RXT 1.0 AMT (O),Automatic,"22,293 km",3rd Owner,Petrol,"₹7,937/month","₹4,30,000","₹4,06,000",Chennai
2014 Hyundai Elite i20,ASTA 1.2,Manual,"95,658 km",2nd Owner,Petrol,"₹9,736/month","₹5,27,000","₹4,98,000",Chennai
2018 Hyundai Elite i20,ASTA 1.4 CRDI (O),Manual,"86,692 km",3rd Owner,Diesel,"₹14,526/month","₹7,87,000","₹7,43,000",Chennai
2018 Maruti Celerio,VXI (O),Manual,"42,817 km",1st Owner,Petrol,"₹8,485/month","₹4,50,000","₹4,34,000",Chennai
2016 Honda City,1.5L I-VTEC S MT,Manual,"79,702 km",1st Owner,Petrol,"₹12,669/month","₹6,79,000","₹6,48,000",Chennai
2021 Honda Jazz,1.2L I-VTEC V,Manual,"39,029 km",1st Owner,Petrol,"₹15,582/month","₹8,08,000","₹7,97,000",Chennai
2016 Toyota Corolla Altis,GL PETROL,Manual,"1,20,226 km",2nd Owner,Petrol,"₹15,836/month","₹8,49,000","₹8,32,000",Chennai
2020 Hyundai GRAND I10 NIOS,SPORTZ U2 1.2 CRDI,Manual,"40,053 km",1st Owner,Diesel,"₹14,135/month","₹7,83,000","₹7,23,000",Chennai
2022 Honda Amaze,1.2L I-VTEC VX,Manual,"8,251 km",1st Owner,Petrol,"₹16,807/month","₹8,91,000","₹8,83,000",Chennai
2018 Datsun Go,A,Manual,"24,033 km",3rd Owner,Petrol,"₹6,178/month",N/A,"₹3,16,000",Chennai
2023 Tata ALTROZ,XZ PETROL,Manual,"5,541 km",1st Owner,Petrol,"₹15,380/month","₹8,53,000","₹8,08,000",Chennai
2020 Hyundai Verna,SX (O) 1.5 CRDI AT,Automatic,"91,182 km",1st Owner,Diesel,"₹25,410/month","₹14,18,000","₹13,35,000",Chennai
2014 Honda Brio,S MT,Manual,"93,929 km",3rd Owner,Petrol,"₹6,588/month","₹3,50,000","₹3,37,000",Chennai
2017 Honda Jazz,1.2L I-VTEC V AT,Automatic,"33,459 km",3rd Owner,Petrol,"₹12,317/month","₹6,81,000","₹6,30,000",Chennai
2018 Tata Tiago,XM PETROL,Manual,"49,192 km",1st Owner,Petrol,"₹8,700/month","₹4,54,000","₹4,45,000",Chennai
2019 Maruti Alto,VXI,Manual,"18,806 km",1st Owner,Petrol,"₹7,429/month","₹4,22,000","₹3,80,000",Chennai
2019 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"42,404 km",1st Owner,Petrol,"₹15,288/month","₹8,11,000","₹7,82,000",Chennai
2016 Maruti Wagon R 1.0,VXI OPT,Manual,"49,240 km",2nd Owner,Petrol,"₹7,879/month","₹4,74,000","₹4,03,000",Chennai
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"57,479 km",1st Owner,Petrol,"₹9,247/month","₹5,19,000","₹4,73,000",Chennai
2016 Maruti Baleno,ALPHA PETROL 1.2,Manual,"72,648 km",2nd Owner,Petrol,"₹11,613/month","₹6,42,000","₹5,94,000",Chennai
2018 Tata Tiago,XZ PETROL,Manual,"39,246 km",2nd Owner,Petrol,"₹9,267/month","₹5,02,000","₹4,74,000",Chennai
2016 Hyundai i20 Active,1.2 SX,Manual,"69,399 km",2nd Owner,Petrol,"₹12,121/month","₹6,64,000","₹6,20,000",Chennai
2022 Hyundai GRAND I10 NIOS,SPORTZ 1.0 TURBO GDI,Manual,"6,406 km",1st Owner,Petrol,"₹15,503/month","₹8,27,000","₹7,93,000",Chennai
2019 Tata NEXON,XZA PLUS DIESEL DUAL TONE,Automatic,"35,671 km",2nd Owner,Diesel,"₹16,579/month","₹8,77,000","₹8,71,000",Chennai
2020 Hyundai NEW SANTRO,MAGNA,Manual,"11,576 km",1st Owner,Petrol,"₹9,638/month","₹5,36,000","₹4,93,000",Chennai
2018 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"87,026 km",1st Owner,Diesel,"₹14,448/month","₹8,14,000","₹7,39,000",Chennai
2022 Maruti Dzire,VXI AMT,Automatic,"7,524 km",1st Owner,Petrol,"₹15,703/month","₹8,34,000","₹8,25,000",Chennai
2018 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"83,294 km",1st Owner,Petrol,"₹15,246/month","₹8,43,000","₹8,01,000",Chennai
2019 Maruti Alto,VXI,Manual,"24,406 km",1st Owner,Petrol,"₹7,214/month","₹4,14,000","₹3,69,000",Chennai
2014 Maruti Celerio,VXI,Manual,"1,25,556 km",1st Owner,Petrol,"₹6,979/month","₹3,70,000","₹3,57,000",Chennai
2021 Tata ALTROZ,XZ PLUS I-TURBO PETROL,Manual,"16,229 km",1st Owner,Petrol,"₹15,230/month","₹8,37,000","₹7,79,000",Chennai
2013 Maruti Wagon R 1.0,VXI,Manual,"58,112 km",1st Owner,Petrol,"₹6,686/month","₹3,55,000","₹3,42,000",Chennai
2021 Jeep Compass,SPORT 1.4 PETROL,Manual,"14,120 km",1st Owner,Petrol,"₹33,272/month","₹18,45,000","₹17,48,000",Chennai
2017 Hyundai Xcent,S 1.2,Manual,"61,118 km",1st Owner,Petrol,"₹10,068/month","₹5,56,000","₹5,15,000",Chennai
2017 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"42,365 km",1st Owner,Petrol,"₹10,987/month","₹6,15,000","₹5,62,000",Chennai
2021 Maruti Swift,VXI,Manual,"22,860 km",1st Owner,Petrol,"₹14,624/month",N/A,"₹7,48,000",Chennai
2016 Honda City,1.5L I-VTEC SV,Manual,"85,695 km",1st Owner,Petrol,"₹11,906/month","₹6,44,000","₹6,09,000",Chennai
2021 Honda Amaze,1.2L I-VTEC VX CVT,Automatic,"20,013 km",1st Owner,Petrol,"₹16,312/month",N/A,"₹8,57,000",Chennai
2016 Volkswagen Polo,COMFORTLINE 1.2L,Manual,"59,449 km",2nd Owner,Petrol,"₹10,655/month","₹5,82,000","₹5,45,000",Chennai
2016 Maruti Swift,VDI ABS,Manual,"86,236 km",1st Owner,Diesel,"₹11,202/month","₹6,37,000","₹5,73,000",Chennai
2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"1,14,507 km",2nd Owner,Petrol,"₹7,768/month","₹4,50,000","₹3,97,325",Chennai
2017 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"1,12,627 km",2nd Owner,Petrol,"₹13,802/month","₹7,55,000","₹7,06,000",Chennai
2018 Hyundai NEW SANTRO,SPORTZ MT,Manual,"34,279 km",1st Owner,Petrol,"₹9,423/month","₹5,20,000","₹4,82,000",Chennai
2017 Datsun Redi Go,T (O),Manual,"52,629 km",1st Owner,Petrol,"₹5,552/month","₹2,99,000","₹2,84,000",Chennai
2017 Tata Tiago,XZ PETROL,Manual,"54,994 km",2nd Owner,Petrol,"₹8,817/month","₹4,60,000","₹4,51,000",Chennai
2017 Hyundai Elite i20,ASTA 1.2 (O),Manual,"87,342 km",3rd Owner,Petrol,"₹11,984/month","₹6,62,000","₹6,13,000",Chennai
2016 Maruti Swift Dzire,ZDI AMT,Automatic,"64,024 km",1st Owner,Diesel,"₹12,453/month","₹6,75,000","₹6,37,000",Chennai
2019 Tata Harrier,XZ 2.0L,Manual,"91,109 km",1st Owner,Diesel,"₹25,962/month","₹14,54,000","₹13,64,000",Chennai
2021 Hyundai AURA,S 1.2 CNG,Manual,"66,390 km",1st Owner,CNG,"₹15,015/month","₹7,98,000","₹7,68,000",Chennai
2015 Maruti Swift,VXI,Manual,"59,108 km",2nd Owner,Petrol,"₹9,912/month","₹5,43,000","₹5,07,000",Chennai
2012 Maruti Swift Dzire,VDI,Manual,"81,985 km",1st Owner,Diesel,"₹8,954/month","₹4,85,000","₹4,58,000",Chennai
2013 Maruti Swift,VXI,Manual,"61,629 km",1st Owner,Petrol,"₹8,289/month","₹4,54,000","₹4,24,000",Chennai
2022 Honda Amaze,1.2L I-VTEC VX,Manual,"8,966 km",1st Owner,Petrol,"₹16,560/month","₹8,87,000","₹8,70,000",Chennai
2022 Volkswagen TAIGUN,TOPLINE 1.0 TSI MT,Manual,"15,817 km",1st Owner,Petrol,"₹27,618/month","₹15,47,000","₹14,51,000",Chennai
2022 Maruti Celerio,VXI CNG,Manual,"10,200 km",1st Owner,CNG,"₹12,727/month","₹6,97,000","₹6,51,000",Chennai
2016 Honda City,1.5L I-VTEC V MT,Manual,"1,14,981 km",2nd Owner,Petrol,"₹10,929/month","₹6,25,000","₹5,59,000",Chennai
2021 Datsun Redi Go,A,Manual,"24,077 km",1st Owner,Petrol,"₹7,390/month","₹3,98,000","₹3,78,000",Chennai
2017 Hyundai Elite i20,ASTA 1.2 (O),Manual,"39,781 km",1st Owner,Petrol,"₹13,118/month","₹7,17,000","₹6,71,000",Chennai
2019 Mahindra XUV500,W7,Manual,"1,08,705 km",1st Owner,Diesel,"₹24,554/month",N/A,"₹12,90,000",Chennai
2019 Ford FREESTYLE,TITANIUM 1.2 PETROL,Manual,"58,514 km",2nd Owner,Petrol,"₹10,772/month","₹6,09,000","₹5,51,000",Chennai
2021 Tata ALTROZ,XZ DIESEL,Manual,"35,233 km",1st Owner,Diesel,"₹16,464/month","₹8,82,000","₹8,65,000",Chennai
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"99,996 km",2nd Owner,Petrol,"₹10,147/month","₹5,74,000","₹5,19,000",Chennai
2018 Renault Kwid,CLIMBER 1.0,Manual,"58,807 km",2nd Owner,Petrol,"₹5,255/month","₹2,87,000","₹2,68,800",Ahmedabad
2015 Maruti Swift Dzire,VDI ABS,Manual,"1,03,322 km",2nd Owner,Diesel,"₹10,143/month","₹4,81,000","₹4,56,000",Ahmedabad
2014 Maruti Swift,VXI,Manual,"71,083 km",2nd Owner,Petrol,"₹7,507/month",N/A,"₹3,84,000",Ahmedabad
2017 Maruti Alto 800,LXI,Manual,"43,009 km",2nd Owner,Petrol,"₹5,806/month",N/A,"₹2,97,000",Ahmedabad
2014 Maruti Swift,VXI,Manual,"43,862 km",1st Owner,CNG,"₹11,824/month","₹4,61,000","₹4,49,000",Ahmedabad
2021 Tata Tiago,XZ PLUS PETROL,Manual,"28,091 km",1st Owner,Petrol,"₹10,940/month",N/A,"₹5,59,600",Ahmedabad
2019 Hyundai VENUE,SX 1.0 TURBO,Manual,"60,434 km",1st Owner,Petrol,"₹16,179/month",N/A,"₹8,50,000",Ahmedabad
2012 Hyundai i20,MAGNA (O) 1.2,Manual,"75,167 km",1st Owner,Petrol,"₹9,902/month","₹3,86,000","₹3,76,000",Ahmedabad
2019 Maruti Alto,LXI,Manual,"65,852 km",1st Owner,Petrol,"₹5,728/month",N/A,"₹2,93,000",Ahmedabad
2017 Datsun Go,ANNIVERSARY EDITION,Manual,"61,027 km",2nd Owner,CNG,"₹4,575/month","₹2,54,000","₹2,34,000",Ahmedabad
2016 Datsun Redi Go,T,Manual,"50,614 km",2nd Owner,Petrol,"₹3,636/month","₹1,96,000","₹1,86,000",Ahmedabad
2016 Maruti Ciaz,ZXI,Manual,"76,792 km",1st Owner,Petrol,"₹12,708/month",N/A,"₹6,50,000",Ahmedabad
2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"24,148 km",1st Owner,Petrol,"₹8,446/month",N/A,"₹4,32,000",Ahmedabad
2010 Hyundai i10,SPORTZ 1.2,Manual,"87,355 km",3rd Owner,Petrol,"₹8,078/month","₹1,84,000","₹1,71,600",Ahmedabad
2015 Maruti Baleno,ZETA PETROL 1.2,Manual,"41,156 km",2nd Owner,Petrol,"₹9,697/month","₹5,22,000","₹4,96,000",Ahmedabad
2020 Maruti Baleno,ZETA PETROL 1.2,Manual,"14,483 km",1st Owner,Petrol,"₹12,649/month","₹7,44,000","₹6,47,000",Ahmedabad
2019 Jeep Compass,LONGITUDE (O) 2.0 DIESEL,Manual,"26,583 km",1st Owner,Diesel,"₹22,765/month","₹13,12,000","₹11,96,000",Ahmedabad
2021 Honda Amaze,1.2L I-VTEC VX,Manual,"39,924 km",1st Owner,Petrol,"₹15,093/month",N/A,"₹7,72,000",Ahmedabad
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"13,606 km",2nd Owner,Petrol,"₹11,945/month",N/A,"₹6,11,000",Ahmedabad
2016 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"67,529 km",1st Owner,Petrol,"₹8,954/month",N/A,"₹4,58,000",Ahmedabad
2019 Maruti Alto,VXI,Manual,"74,562 km",1st Owner,CNG,"₹6,667/month","₹3,63,000","₹3,41,000",Ahmedabad
2011 Hyundai i10,MAGNA 1.1,Manual,"1,24,420 km",3rd Owner,Petrol,"₹6,377/month","₹1,98,000","₹1,92,000",Ahmedabad
2014 Maruti Celerio,VXI AMT,Automatic,"62,177 km",1st Owner,Petrol,"₹7,468/month","₹3,97,000","₹3,82,000",Ahmedabad
2014 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"48,871 km",2nd Owner,Petrol,"₹7,898/month",N/A,"₹4,04,000",Ahmedabad
2016 Honda Jazz,1.5L I-DTEC VX,Manual,"72,025 km",3rd Owner,Diesel,"₹7,644/month","₹4,15,000","₹3,91,000",Ahmedabad
2017 Maruti Wagon R 1.0,VXI,Manual,"45,515 km",3rd Owner,Petrol,"₹6,256/month","₹3,43,000","₹3,20,000",Ahmedabad
2012 Maruti Swift,VDI,Manual,"1,14,919 km",3rd Owner,Diesel,"₹9,931/month","₹3,26,000","₹2,99,000",Ahmedabad
2018 Honda City,V MT PETROL,Manual,"67,624 km",1st Owner,Petrol,"₹13,411/month","₹8,83,000","₹6,86,000",Ahmedabad
2020 Hyundai Verna,SX (O) 1.5 CRDI,Manual,"73,029 km",1st Owner,Diesel,"₹23,583/month","₹13,81,000","₹12,39,000",Ahmedabad
2021 Tata NEXON,XM SUNROOF PETROL,Manual,"53,008 km",1st Owner,Petrol,"₹15,190/month","₹8,42,000","₹7,77,000",Ahmedabad
2019 Hyundai Creta,SX 1.6 DIESEL,Manual,"82,074 km",2nd Owner,Diesel,"₹18,806/month","₹10,91,000","₹9,88,000",Ahmedabad
2016 Hyundai Elite i20,ASTA 1.2,Manual,"1,15,488 km",3rd Owner,CNG,"₹10,967/month","₹5,29,000","₹4,93,000",Ahmedabad
2019 Tata Tiago,XZA PLUS PETROL,Automatic,"23,375 km",2nd Owner,Petrol,"₹10,362/month","₹6,18,000","₹5,30,000",Ahmedabad
2020 Hyundai Verna,1.6 VTVT SX + AT,Automatic,"69,761 km",1st Owner,Petrol,"₹18,063/month","₹10,75,000","₹9,49,000",Ahmedabad
2014 Hyundai i20,MAGNA (O) 1.2,Manual,"64,814 km",3rd Owner,Petrol,"₹6,803/month","₹3,72,000","₹3,48,000",Ahmedabad
2020 Hyundai Creta,SX 1.5 PETROL,Manual,"30,099 km",1st Owner,Petrol,"₹25,734/month","₹13,89,000","₹13,52,000",Ahmedabad
2016 Hyundai Xcent,S 1.1 CRDI,Manual,"99,508 km",1st Owner,Diesel,"₹7,292/month","₹3,90,000","₹3,73,000",Ahmedabad
2017 Maruti Swift,ZXI,Manual,"61,610 km",2nd Owner,Petrol,"₹9,110/month","₹5,03,000","₹4,66,000",Ahmedabad
2019 Tata Tiago,XZ PETROL,Manual,"72,881 km",1st Owner,CNG,"₹8,543/month","₹4,62,000","₹4,37,000",Ahmedabad
2021 Mahindra Thar,LX PETROL HT 4WD AT,Automatic,"51,790 km",1st Owner,Petrol,"₹26,058/month","₹14,85,000","₹13,69,000",Ahmedabad
2017 Maruti Alto 800,LXI,Manual,"69,565 km",1st Owner,Petrol,"₹5,181/month","₹2,76,000","₹2,65,000",Ahmedabad
2016 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"45,520 km",1st Owner,Diesel,"₹13,920/month","₹8,18,000","₹7,12,000",Ahmedabad
2021 Nissan MAGNITE,XV PREMIUM,Manual,"48,964 km",1st Owner,Petrol,"₹13,529/month","₹8,06,000","₹6,92,000",Ahmedabad
2020 Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVT,Manual,"35,855 km",2nd Owner,Petrol,"₹10,850/month","₹5,88,000","₹5,55,000",Ahmedabad
2012 Hyundai i10,MAGNA 1.1,Manual,"91,335 km",3rd Owner,CNG,"₹10,686/month","₹2,52,000","₹2,27,000",Ahmedabad
2016 Hyundai i10,SPORTZ 1.1,Manual,"71,835 km",1st Owner,Petrol,"₹6,412/month","₹3,33,000","₹3,28,000",Ahmedabad
2011 Toyota Etios,G,Manual,"71,426 km",1st Owner,Petrol,"₹9,732/month","₹3,06,000","₹2,93,000",Ahmedabad
2017 Honda BR-V,1.5L I- DTEC S,Manual,"65,146 km",1st Owner,Diesel,"₹11,945/month","₹6,81,000","₹6,11,000",Ahmedabad
2016 Hyundai Creta,SX 1.6 DIESEL,Manual,"1,07,787 km",2nd Owner,Diesel,"₹16,483/month","₹8,03,000","₹7,41,000",Ahmedabad
2021 Hyundai Creta,S 1.5 PETROL,Manual,"17,822 km",2nd Owner,Petrol,"₹22,422/month","₹12,52,000","₹11,78,000",Ahmedabad
2022 Toyota URBAN CRUISER,PREMIUM GRADE AT,Automatic,"23,950 km",1st Owner,Petrol,"₹20,100/month","₹11,68,000","₹10,56,000",Ahmedabad
2021 KIA SONET,HTX PLUS 1.0 IMT,Manual,"19,937 km",1st Owner,Petrol,"₹20,633/month","₹11,86,000","₹10,84,000",Ahmedabad
2017 Hyundai Verna,1.6 CRDI S,Manual,"80,883 km",2nd Owner,Diesel,"₹11,984/month","₹6,98,000","₹6,13,000",Ahmedabad
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"99,028 km",1st Owner,Petrol,"₹8,289/month","₹4,78,000","₹4,24,000",Ahmedabad
2019 Maruti Alto,LXI,Manual,"28,464 km",1st Owner,Petrol,"₹6,315/month","₹3,63,000","₹3,23,000",Ahmedabad
2022 Volkswagen VIRTUS,TOPLINE TSI 1.0 MT,Manual,"14,302 km",1st Owner,Petrol,"₹26,172/month","₹15,11,000","₹13,75,000",Ahmedabad
2012 Maruti Swift,ZDI,Manual,"87,227 km",1st Owner,Diesel,"₹12,256/month","₹3,98,000","₹3,69,000",Ahmedabad
