name,car_type,version,kms_driven,ownership_status,oil_type,down_payment,original_price,reduced_price,City
2017 Datsun Redi Go,GOLD LIMITED EDITION,Manual,"96,305 km",1st Owner,Petrol,"₹4,066/month","₹2,25,000","₹2,08,000",Ahmedabad
2018 Honda Amaze,1.2L I-VTEC S,Manual,"59,631 km",2nd Owner,CNG,"₹11,026/month","₹6,30,000","₹5,64,000",Ahmedabad
2018 Maruti Ciaz,ALPHA 1.5 SHVS PETROL,Manual,"45,165 km",2nd Owner,Petrol,"₹13,587/month","₹8,01,000","₹6,95,000",Ahmedabad
2021 Hyundai Creta,S 1.5 PETROL,Manual,"21,166 km",1st Owner,Petrol,"₹22,860/month","₹12,44,000","₹12,01,000",Ahmedabad
2017 Hyundai Elite i20,ASTA 1.4 CRDI,Manual,"1,16,263 km",3rd Owner,Diesel,"₹11,901/month","₹6,22,000","₹5,35,000",Ahmedabad
2020 Maruti New Wagon-R,VXI 1.0,Manual,"30,393 km",1st Owner,Petrol,"₹9,091/month","₹5,18,000","₹4,65,000",Ahmedabad
2019 Honda City,1.5L I-VTEC V MT,Manual,"31,123 km",1st Owner,Petrol,"₹15,269/month","₹8,35,000","₹7,81,000",Ahmedabad
2019 Honda Civic,1.8L I-VTEC VX CVT,Automatic,"36,576 km",1st Owner,Petrol,"₹28,494/month","₹16,23,000","₹14,97,000",Ahmedabad
2019 Volkswagen Polo,TRENDLINE 1.0L,Manual,"32,028 km",2nd Owner,Petrol,"₹9,462/month","₹5,80,000","₹4,84,000",Ahmedabad
2021 Maruti Alto,LXI,Manual,"29,257 km",1st Owner,Petrol,"₹6,569/month","₹3,52,000","₹3,36,000",Ahmedabad
2018 Mahindra KUV 100 NXT,K2 P 6 STR,Manual,"40,607 km",2nd Owner,Petrol,"₹7,468/month","₹4,25,000","₹3,82,000",Ahmedabad
2021 Tata PUNCH,CREATIVE  1.2 RTN DUAL TONE,Manual,"21,586 km",2nd Owner,Petrol,"₹15,112/month","₹8,35,000","₹7,73,000",Ahmedabad
2020 Volkswagen Polo,COMFORTLINE PLUS 1.0L MPI,Manual,"17,050 km",2nd Owner,Petrol,"₹12,160/month","₹7,00,000","₹6,22,000",Ahmedabad
2019 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"49,705 km",1st Owner,Petrol,"₹8,641/month","₹5,50,000","₹4,42,000",Ahmedabad
2016 Maruti Ciaz,VXI,Manual,"69,827 km",1st Owner,Petrol,"₹10,088/month","₹5,89,000","₹5,16,000",Ahmedabad
2015 Honda City,1.5L I-DTEC V,Manual,"83,291 km",1st Owner,Diesel,"₹10,655/month","₹5,70,000","₹5,45,000",Ahmedabad
2014 Hyundai Eon,D-LITE+,Manual,"62,947 km",3rd Owner,Petrol,"₹4,106/month",N/A,"₹2,10,000",Ahmedabad
2013 Maruti Alto 800,LXI,Manual,"58,656 km",2nd Owner,Petrol,"₹4,916/month","₹2,31,000","₹2,21,000",Ahmedabad
2015 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"97,294 km",1st Owner,Diesel,"₹9,560/month","₹5,07,000","₹4,89,000",Ahmedabad
2020 Renault Kwid,NEOTECH RXL 0.8,Manual,"10,151 km",1st Owner,Petrol,"₹7,683/month","₹4,22,000","₹3,93,000",Ahmedabad
2021 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,Manual,"25,783 km",1st Owner,Petrol,"₹11,945/month","₹6,64,000","₹6,11,000",Ahmedabad
2016 Honda Jazz,1.2L I-VTEC VX,Manual,"34,902 km",3rd Owner,Petrol,"₹8,543/month","₹5,08,000","₹4,37,000",Ahmedabad
2014 Hyundai i20,MAGNA (O) 1.4 CRDI,Manual,"67,260 km",1st Owner,Diesel,"₹7,630/month",N/A,"₹3,43,000",Ahmedabad
2018 Maruti Dzire,VDI,Manual,"97,339 km",2nd Owner,Diesel,"₹11,007/month","₹6,57,000","₹5,63,000",Ahmedabad
2015 Hyundai Verna,FLUIDIC 1.6 CRDI S(O) 4S,Manual,"1,01,566 km",2nd Owner,Diesel,"₹12,635/month","₹6,12,000","₹5,68,000",Ahmedabad
2018 Renault Kwid,RXT 1.0,Manual,"33,345 km",2nd Owner,Petrol,"₹6,354/month","₹3,53,000","₹3,25,000",Ahmedabad
2021 Renault Kiger,RXL MT,Manual,"20,537 km",2nd Owner,Petrol,"₹12,062/month","₹6,70,000","₹6,17,000",Ahmedabad
2016 Hyundai i20 Active,1.2 S,Manual,"87,303 km",1st Owner,Petrol,"₹9,540/month","₹5,34,000","₹4,88,000",Ahmedabad
2019 Maruti Swift,VXI,Manual,"89,817 km",1st Owner,Petrol,"₹10,850/month","₹5,76,000","₹5,55,000",Ahmedabad
2011 Toyota Etios Liva,VX,Manual,"1,21,217 km",2nd Owner,Petrol,"₹9,034/month","₹2,89,000","₹2,72,000",Ahmedabad
2017 Maruti Alto K10,VXI,Manual,"91,002 km",1st Owner,Petrol,"₹5,591/month","₹3,41,000","₹2,86,000",Ahmedabad
2018 Maruti Swift,VXI,Manual,"90,175 km",1st Owner,CNG,"₹10,479/month","₹6,03,000","₹5,36,000",Ahmedabad
2013 Honda City,1.5L I-VTEC S MT,Manual,"88,102 km",2nd Owner,Petrol,"₹8,809/month","₹4,27,000","₹3,96,000",Ahmedabad
2014 Honda Brio,S MT,Manual,"34,445 km",1st Owner,Petrol,"₹8,465/month","₹4,56,000","₹4,33,000",Ahmedabad
2015 Hyundai Elite i20,ASTA 1.2,Manual,"1,00,416 km",3rd Owner,Petrol,"₹10,677/month","₹5,13,000","₹4,80,000",Ahmedabad
2019 Mahindra XUV500,W7 AT,Automatic,"67,102 km",1st Owner,Diesel,"₹22,765/month","₹12,96,000","₹11,96,000",Ahmedabad
2021 Maruti New Wagon-R,LXI CNG 1.0,Manual,"71,603 km",1st Owner,CNG,"₹10,029/month","₹5,61,000","₹5,13,000",Ahmedabad
2016 Maruti Ciaz,VDI+ SHVS,Manual,"1,11,739 km",1st Owner,Diesel,"₹11,456/month","₹5,38,000","₹5,15,000",Ahmedabad
2012 Maruti Swift Dzire,ZXI,Manual,"41,933 km",2nd Owner,Petrol,"₹10,086/month","₹4,20,000","₹3,83,000",Ahmedabad
2021 Maruti Swift,VXI,Manual,"14,138 km",1st Owner,Petrol,"₹12,942/month","₹7,39,000","₹6,62,000",Ahmedabad
2018 Maruti Wagon R 1.0,VXI AMT,Automatic,"39,068 km",1st Owner,Petrol,"₹7,859/month","₹4,62,000","₹4,02,000",Ahmedabad
2022 Volkswagen TAIGUN,HIGHLINE 1.0 TSI AT,Automatic,"14,450 km",2nd Owner,Petrol,"₹24,649/month","₹14,69,000","₹12,95,000",Ahmedabad
2021 Maruti Swift,VXI,Manual,"22,975 km",1st Owner,Petrol,"₹13,294/month","₹7,21,000","₹6,80,000",Ahmedabad
2012 Hyundai Eon,ERA +,Manual,"66,748 km",2nd Owner,Petrol,"₹3,851/month","₹2,04,000","₹1,97,000",Indore
2018 Hyundai Eon,ERA +,Manual,"73,581 km",1st Owner,Petrol,"₹5,787/month",N/A,"₹2,96,000",Indore
2014 Maruti Ciaz,VXI+,Manual,"62,346 km",1st Owner,Petrol,"₹10,323/month",N/A,"₹5,28,000",Indore
2022 Hyundai VENUE,S 1.2,Manual,"10,583 km",1st Owner,Petrol,"₹15,863/month","₹9,18,000","₹8,33,400",Indore
2010 Hyundai i10,MAGNA 1.2,Manual,"70,706 km",2nd Owner,Petrol,"₹3,988/month","₹2,43,000","₹2,04,000",Indore
2020 Volkswagen Polo,HIGHLINE PLUS 1.0L TSI,Manual,"75,545 km",1st Owner,Petrol,"₹11,593/month","₹7,05,000","₹5,93,000",Indore
2017 Toyota Etios Liva,VX,Manual,"47,817 km",2nd Owner,Petrol,"₹7,644/month","₹4,73,000","₹3,91,000",Indore
2012 Maruti A Star,VXI (ABS) AT,Automatic,"74,017 km",1st Owner,Petrol,"₹4,399/month",N/A,"₹2,25,000",Indore
2014 Maruti Alto 800,LXI,Manual,"93,482 km",1st Owner,Petrol,"₹4,164/month","₹2,41,000","₹2,13,000",Indore
2018 Hyundai Xcent,E+,Manual,"41,716 km",1st Owner,Petrol,"₹8,876/month","₹5,55,000","₹4,54,000",Indore
2019 Tata Tiago,XZ PETROL,Manual,"47,404 km",1st Owner,Petrol,"₹8,543/month",N/A,"₹4,37,000",Indore
2011 Maruti Wagon R 1.0,LXI,Manual,"25,090 km",1st Owner,Petrol,"₹4,262/month","₹2,53,000","₹2,18,000",Indore
2018 Jeep Compass,LONGITUDE 2.0 DIESEL,Manual,"39,643 km",1st Owner,Diesel,"₹21,680/month","₹12,57,000","₹11,39,000",Indore
2021 Maruti Baleno,ZETA PETROL 1.2,Manual,"35,261 km",1st Owner,CNG,"₹13,509/month","₹7,85,000","₹6,91,000",Indore
2018 Hyundai Elite i20,SPORTZ 1.2,Manual,"62,379 km",2nd Owner,Petrol,"₹11,476/month","₹6,36,000","₹5,87,000",Indore
2018 Maruti Dzire,LDI,Manual,"65,991 km",1st Owner,Diesel,"₹11,241/month","₹6,30,000","₹5,75,000",Indore
2022 Maruti Ciaz,S 1.5 MT PETROL,Manual,"3,167 km",1st Owner,Petrol,"₹20,443/month",N/A,"₹10,74,000",Indore
2018 Hyundai Elite i20,SPORTZ 1.2,Manual,"68,944 km",1st Owner,Petrol,"₹9,560/month","₹5,72,000","₹4,89,000",Indore
2019 Maruti Alto,VXI,Manual,"53,649 km",2nd Owner,CNG,"₹6,334/month","₹3,68,000","₹3,24,000",Indore
2017 Volkswagen Polo,HIGHLINE PLUS 1.2(16 ALLOY,Manual,"58,137 km",1st Owner,Petrol,"₹8,446/month","₹5,05,000","₹4,32,000",Indore
2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"47,473 km",1st Owner,Petrol,"₹9,638/month","₹5,61,000","₹4,93,000",Indore
2019 Maruti Eeco,5 STR WITH A/C+HTR,Manual,"8,751 km",1st Owner,Petrol,"₹9,169/month",N/A,"₹4,69,000",Indore
2019 Hyundai Eon,ERA +,Manual,"84,957 km",1st Owner,CNG,"₹5,709/month","₹3,38,000","₹2,92,000",Indore
2020 Hyundai Creta,EX 1.5 PETROL,Manual,"38,586 km",2nd Owner,Petrol,"₹19,224/month","₹10,81,000","₹10,10,000",Indore
2018 Maruti Alto 800,LXI,Manual,"76,911 km",1st Owner,Petrol,"₹5,468/month","₹2,99,000","₹2,79,700",Indore
2019 Honda Amaze,1.2L I-VTEC S,Manual,"25,455 km",1st Owner,Petrol,"₹11,261/month","₹6,60,000","₹5,76,000",Indore
2020 Maruti Dzire,VXI,Manual,"40,891 km",1st Owner,CNG,"₹12,082/month","₹6,73,000","₹6,18,000",Indore
2022 Mahindra BOLERO NEO,N 10,Manual,"6,695 km",1st Owner,Diesel,"₹21,718/month","₹11,77,000","₹11,41,000",Indore
2015 Maruti Wagon R 1.0,LXI,Manual,"44,228 km",1st Owner,Petrol,"₹6,452/month","₹3,60,000","₹3,30,000",Indore
2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"88,905 km",1st Owner,Petrol,"₹7,519/month","₹4,86,000","₹3,84,600",Indore
2015 Maruti Ciaz,VXI,Manual,"64,338 km",2nd Owner,Petrol,"₹8,946/month","₹5,05,000","₹4,57,600",Indore
2014 Maruti Swift,VXI,Manual,"14,196 km",2nd Owner,Petrol,"₹7,840/month","₹4,57,000","₹4,01,000",Indore
2015 Maruti Swift Dzire,VXI,Manual,"49,728 km",2nd Owner,Petrol,"₹9,286/month","₹5,22,000","₹4,75,000",Indore
2018 Maruti Alto 800,VXI O,Manual,"43,031 km",1st Owner,Petrol,"₹6,100/month","₹3,45,000","₹3,12,000",Indore
2019 Maruti Dzire,VDI,Manual,"69,492 km",1st Owner,Diesel,"₹13,275/month","₹7,58,000","₹6,79,000",Indore
2020 Tata ALTROZ,XZ PETROL,Manual,"27,661 km",1st Owner,CNG,"₹13,275/month","₹7,66,000","₹6,79,000",Indore
2020 Maruti New Wagon-R,VXI 1.0,Manual,"11,719 km",1st Owner,Petrol,"₹9,697/month","₹5,51,000","₹4,96,000",Indore
2016 Nissan Terrano,XL (D),Manual,"65,568 km",1st Owner,Diesel,"₹10,107/month","₹5,78,000","₹5,17,000",Indore
2015 Honda Brio,S MT,Manual,"41,595 km",2nd Owner,Petrol,"₹5,846/month","₹3,73,000","₹2,99,000",Indore
2013 Hyundai Eon,D-LITE+,Manual,"41,951 km",1st Owner,Petrol,"₹4,536/month","₹2,49,000","₹2,32,000",Indore
2015 Hyundai Verna,FLUIDIC 4S 1.6 VTVT S(O),Manual,"50,074 km",1st Owner,Petrol,"₹11,671/month","₹6,51,000","₹5,97,000",Indore
2018 Datsun Redi Go,T (O),Manual,"22,761 km",1st Owner,Petrol,"₹4,751/month","₹2,56,000","₹2,43,000",Indore
2018 Hyundai Verna,1.6 CRDI SX + AT,Automatic,"91,041 km",2nd Owner,Diesel,"₹17,112/month","₹9,34,000","₹8,99,000",Indore
2018 Hyundai Eon,ERA +,Manual,"47,575 km",1st Owner,Petrol,"₹5,435/month","₹3,16,000","₹2,78,000",Indore
2020 Maruti Vitara Brezza,ZXI,Manual,"47,622 km",2nd Owner,Petrol,"₹14,233/month","₹8,45,000","₹7,28,000",Indore
2013 Hyundai Santro Xing,GL PLUS,Manual,"59,109 km",2nd Owner,Petrol,"₹4,008/month","₹2,48,000","₹2,05,000",Indore
2018 Tata Tiago,XTA PETROL,Automatic,"14,763 km",1st Owner,Petrol,"₹8,485/month","₹4,88,000","₹4,34,000",Indore
2018 Honda City,1.5L I-VTEC S MT,Manual,"64,824 km",1st Owner,Petrol,"₹11,202/month","₹6,62,000","₹5,73,000",Indore
2019 Hyundai Elite i20,MAGNA PLUS 1.4 CRDI,Manual,"63,297 km",1st Owner,Diesel,"₹11,984/month","₹7,34,000","₹6,13,000",Indore
2013 Honda Brio,S MT,Manual,"66,139 km",1st Owner,Petrol,"₹5,318/month","₹3,17,000","₹2,72,000",Indore
2013 Honda Amaze,1.5L I-DTEC S,Manual,"42,967 km",1st Owner,Diesel,"₹7,253/month","₹3,98,000","₹3,71,000",Indore
2020 Honda WR-V,1.5L I-DTEC SV MT,Manual,"48,116 km",2nd Owner,Diesel,"₹17,492/month","₹9,46,000","₹9,19,000",Indore
2018 Maruti Swift,VXI,Manual,"64,582 km",1st Owner,Petrol,"₹10,381/month","₹5,96,000","₹5,31,000",Indore
2017 Renault Kwid,RXL 1.0,Manual,"62,686 km",1st Owner,Petrol,"₹6,271/month","₹3,57,000","₹3,20,750",Indore
2016 Tata Tiago,XZ PETROL,Manual,"68,394 km",1st Owner,Petrol,"₹7,155/month","₹4,04,000","₹3,66,000",Indore
2018 Skoda Rapid,STYLE 1.6 MPI AT,Automatic,"70,893 km",1st Owner,Petrol,"₹14,839/month","₹8,76,000","₹7,59,000",Indore
2016 Hyundai i10,MAGNA 1.1,Manual,"58,756 km",1st Owner,Petrol,"₹6,217/month","₹3,41,000","₹3,18,000",Indore
2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"78,908 km",2nd Owner,Petrol,"₹8,407/month","₹4,92,000","₹4,30,000",Indore
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,"35,531 km",1st Owner,Petrol,"₹10,420/month","₹6,06,000","₹5,33,000",Indore
2017 Hyundai Verna,1.4 EX PETROL,Manual,"40,220 km",1st Owner,CNG,"₹12,493/month","₹7,33,000","₹6,39,000",Indore
2020 Hyundai NEW SANTRO,ERA EXECUTIVE,Manual,"29,040 km",1st Owner,Petrol,"₹8,289/month","₹4,90,000","₹4,24,000",Indore
2017 Tata NEXON,XM PETROL,Manual,"46,781 km",1st Owner,Petrol,"₹11,808/month","₹6,75,000","₹6,04,000",Indore
2017 Jeep Compass,LONGITUDE (O) 2.0 DIESEL,Manual,"35,284 km",2nd Owner,Diesel,"₹20,214/month","₹11,29,000","₹10,62,000",Indore
2018 Maruti Baleno,DELTA DIESEL 1.3,Manual,"95,729 km",1st Owner,Diesel,"₹10,909/month","₹6,38,000","₹5,58,000",Indore
2018 Maruti Celerio X,ZXI (O),Manual,"74,317 km",1st Owner,Petrol,"₹8,035/month","₹4,98,000","₹4,11,000",Indore
2022 Tata NEXON,XM SUNROOF PETROL,Manual,"27,869 km",1st Owner,Petrol,"₹15,855/month","₹9,10,000","₹8,33,000",Indore
2020 Renault TRIBER,RXT AMT,Automatic,"15,152 km",1st Owner,Petrol,"₹13,480/month","₹7,71,000","₹6,89,500",Indore
2017 Ford Ecosport,TITANIUM+ 1.5L DIESEL,Manual,"93,866 km",2nd Owner,Diesel,"₹11,202/month","₹7,21,000","₹5,73,000",Indore
2015 Maruti Ritz,VDI,Manual,"77,704 km",2nd Owner,Diesel,"₹6,588/month","₹3,94,000","₹3,37,000",Indore
2020 Honda Amaze,1.2L I-VTEC VX,Manual,"35,082 km",1st Owner,Petrol,"₹12,864/month","₹7,67,000","₹6,58,000",Indore
2015 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"74,388 km",2nd Owner,Petrol,"₹10,068/month","₹5,85,000","₹5,15,000",Indore
2019 Tata Tiago,XT DIESEL,Manual,"1,13,660 km",1st Owner,Diesel,"₹8,583/month","₹5,03,000","₹4,39,000",Indore
2022 Renault Kwid,RXL,Manual,"29,520 km",1st Owner,Petrol,"₹8,035/month","₹4,67,000","₹4,11,000",Indore
2013 Maruti Alto K10,LXI,Manual,"39,702 km",1st Owner,Petrol,"₹4,985/month","₹2,75,000","₹2,55,000",Indore
2019 Maruti Baleno,DELTA DIESEL 1.3,Manual,"52,726 km",2nd Owner,Diesel,"₹12,414/month","₹7,41,000","₹6,35,000",Indore
2020 Ford FREESTYLE,TITANIUM PLUS 1.5 DIESEL,Manual,"56,014 km",1st Owner,Diesel,"₹14,311/month","₹8,12,000","₹7,32,000",Indore
2020 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"22,600 km",2nd Owner,Petrol,"₹9,697/month","₹5,95,000","₹4,96,000",Indore
2019 Maruti Vitara Brezza,ZDI,Manual,"97,434 km",2nd Owner,Diesel,"₹13,763/month","₹7,74,000","₹7,04,000",Indore
2016 Maruti Alto 800,LXI,Manual,"26,791 km",2nd Owner,Petrol,"₹5,513/month","₹2,99,000","₹2,82,000",Indore
2018 Jeep Compass,LONGITUDE (O) 1.4 PETROL AT,Automatic,"82,989 km",1st Owner,Petrol,"₹21,775/month","₹12,16,000","₹11,44,000",Indore
2017 Renault Duster,85 PS RXS MT DIESEL,Manual,"1,03,331 km",1st Owner,Diesel,"₹10,088/month","₹6,20,000","₹5,16,000",Indore
2018 Honda WR-V,1.2L I-VTEC S MT,Manual,"29,259 km",1st Owner,Petrol,"₹11,711/month","₹6,90,000","₹5,99,000",Indore
2018 Maruti Baleno,ALPHA PETROL 1.2,Manual,"21,443 km",1st Owner,Petrol,"₹12,180/month","₹7,18,000","₹6,23,000",Indore
2021 Hyundai AURA,SX 1.2,Manual,"17,177 km",2nd Owner,Petrol,"₹13,255/month","₹7,62,000","₹6,78,000",Indore
2014 Maruti Swift,ZDI,Manual,"77,005 km",2nd Owner,Diesel,"₹8,387/month","₹4,55,000","₹4,29,000",Indore
2017 Maruti Dzire,ZDI,Manual,"75,742 km",2nd Owner,Diesel,"₹12,590/month","₹7,20,000","₹6,44,000",Indore
2017 Skoda Rapid,STYLE 1.6 MPI AT,Automatic,"36,795 km",2nd Owner,Petrol,"₹12,493/month","₹7,37,000","₹6,39,000",Indore
2017 Hyundai Verna,1.6 CRDI SX,Manual,"89,885 km",1st Owner,Diesel,"₹14,624/month","₹8,63,000","₹7,48,000",Indore
2018 Jeep Compass,LONGITUDE 2.0 DIESEL,Manual,"40,813 km",1st Owner,Diesel,"₹24,059/month","₹13,15,000","₹12,64,000",Indore
2014 Hyundai Xcent,SX 1.2 (O),Manual,"66,626 km",1st Owner,Petrol,"₹8,504/month","₹4,85,000","₹4,35,000",Indore
2022 Hyundai AURA,S 1.2 CNG,Manual,"56,484 km",1st Owner,CNG,"₹15,249/month","₹8,21,000","₹7,80,000",Indore
2019 Hyundai Elite i20,MAGNA PLUS 1.4 CRDI,Manual,"57,323 km",1st Owner,Diesel,"₹12,496/month","₹7,34,000","₹6,39,200",Indore
2019 Maruti Alto,VXI,Manual,"98,233 km",1st Owner,Petrol,"₹5,943/month","₹3,52,000","₹3,04,000",Indore
2018 Renault Duster,RXS CVT,Automatic,"43,966 km",1st Owner,Petrol,"₹13,724/month","₹7,98,000","₹7,02,000",Indore
2022 Maruti BREZZA,ZXI + SMART HYBRID,Manual,"13,481 km",1st Owner,Petrol,"₹22,346/month","₹12,30,000","₹11,74,000",Indore
2022 Maruti Swift,ZXI PLUS DUAL TONE,Manual,"5,389 km",1st Owner,Petrol,"₹15,494/month","₹8,72,000","₹8,14,000",Indore
2022 Tata ALTROZ,XT PETROL,Manual,"37,499 km",1st Owner,Petrol,"₹13,607/month","₹8,00,000","₹6,96,000",Indore
2017 Honda City,1.5L I-VTEC ZX CVT,Automatic,"49,524 km",2nd Owner,Petrol,"₹16,350/month","₹8,93,000","₹8,59,000",Indore
2018 Maruti Baleno,DELTA PETROL 1.2,Manual,"34,030 km",1st Owner,Petrol,"₹10,870/month","₹6,06,000","₹5,56,000",Indore
2021 Ford FREESTYLE,TITANIUM PLUS 1.2 PETROL,Manual,"61,260 km",1st Owner,Petrol,"₹12,102/month","₹7,40,000","₹6,19,000",Indore
2021 Maruti Alto,LXI O,Manual,"6,148 km",1st Owner,Petrol,"₹7,976/month",N/A,"₹4,08,000",Indore
2016 Maruti Ciaz,ZXI+ AT,Automatic,"91,392 km",1st Owner,Petrol,"₹10,635/month","₹6,56,000","₹5,44,000",Indore
2018 Tata Tiago,XT DIESEL,Manual,"99,539 km",1st Owner,Diesel,"₹8,192/month","₹4,44,000","₹4,19,000",Indore
2022 Maruti S PRESSO,VXI PLUS AMT,Automatic,"10,790 km",1st Owner,Petrol,"₹9,795/month","₹5,49,000","₹5,01,000",Indore
2019 Maruti S PRESSO,VXI AMT,Automatic,"10,289 km",2nd Owner,Petrol,"₹8,407/month","₹4,84,000","₹4,30,000",Indore
2013 Hyundai Eon,D-LITE+,Manual,"38,597 km",2nd Owner,Petrol,"₹4,281/month",N/A,"₹2,19,000",Indore
2021 Tata NEXON,XMA DIESEL,Automatic,"23,397 km",1st Owner,Diesel,"₹18,330/month","₹10,23,000","₹9,63,000",Indore
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"10,848 km",1st Owner,Petrol,"₹12,102/month","₹7,01,000","₹6,19,000",Indore
2021 Tata NEXON,XM SUNROOF PETROL,Manual,"19,846 km",1st Owner,Petrol,"₹15,665/month","₹8,76,000","₹8,23,000",Indore
2020 Honda Jazz,1.2L I-VTEC VX CVT,Automatic,"36,596 km",1st Owner,Petrol,"₹15,779/month","₹8,54,000","₹8,29,000",Indore
2021 Honda WR-V,1.5L I-DTEC VX MT,Manual,"33,973 km",1st Owner,Diesel,"₹19,910/month","₹11,08,000","₹10,46,000",Indore
2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"42,447 km",1st Owner,Petrol,"₹9,521/month","₹5,50,000","₹4,87,000",Indore
2021 Ford Ecosport,TREND 1.5L PETROL,Manual,"34,837 km",2nd Owner,Petrol,"₹14,096/month","₹8,16,000","₹7,21,000",Indore
2022 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,Manual,"15,012 km",1st Owner,Petrol,"₹12,766/month","₹7,13,000","₹6,53,000",Indore
2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"70,913 km",1st Owner,Petrol,"₹9,032/month","₹5,35,000","₹4,62,000",Indore
2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"39,667 km",1st Owner,Petrol,"₹7,468/month","₹4,14,000","₹3,82,000",Indore
2015 Maruti Alto 800,LXI,Manual,"45,947 km",1st Owner,Petrol,"₹5,044/month","₹2,68,000","₹2,58,000",Indore
2019 Honda WR-V,1.2L I-VTEC VX MT,Manual,"45,119 km",1st Owner,Petrol,"₹13,431/month","₹8,17,000","₹6,87,000",Indore
2020 Hyundai Elite i20,SPORTZ PLUS 1.2,Manual,"63,753 km",1st Owner,Petrol,"₹12,786/month","₹7,37,000","₹6,54,000",Indore
2021 Tata TIGOR,XMA PETROL,Automatic,"23,777 km",1st Owner,Petrol,"₹11,828/month","₹7,17,000","₹6,05,000",Indore
2013 Maruti Ritz,VXI,Manual,"79,780 km",1st Owner,Petrol,"₹5,767/month","₹3,08,000","₹2,95,000",Indore
2017 Maruti Ciaz,ZXI+ AT,Automatic,"82,661 km",2nd Owner,Petrol,"₹12,199/month","₹6,95,000","₹6,24,000",Indore
2020 Hyundai NEW SANTRO,MAGNA,Manual,"34,526 km",2nd Owner,Petrol,"₹9,130/month","₹5,31,000","₹4,67,000",Indore
2017 Honda WR-V,1.5L I-DTEC VX MT,Manual,"88,104 km",1st Owner,Diesel,"₹13,470/month","₹7,68,000","₹6,89,000",Indore
2012 Honda Brio,S MT,Manual,"63,789 km",1st Owner,Petrol,"₹5,357/month","₹2,81,000","₹2,74,000",Indore
2019 Hyundai Elite i20,SPORTZ PLUS 1.2,Manual,"49,682 km",1st Owner,Petrol,"₹12,453/month","₹7,07,000","₹6,37,000",Indore
2021 Honda City,1.5L I-VTEC ZX,Manual,"46,488 km",1st Owner,Petrol,"₹22,536/month","₹12,40,000","₹11,84,000",Indore
2022 Tata TIGOR,XZ PLUS CNG,Manual,"21,965 km",1st Owner,CNG,"₹15,608/month","₹8,98,000","₹8,20,000",Indore
2018 Hyundai NEW SANTRO,MAGNA,Manual,"23,117 km",2nd Owner,Petrol,"₹8,231/month","₹5,23,000","₹4,21,000",Indore
2010 Hyundai i10,MAGNA 1.2,Manual,"54,541 km",2nd Owner,Petrol,"₹4,790/month","₹2,57,000","₹2,45,000",Indore
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"35,511 km",1st Owner,Petrol,"₹12,004/month","₹7,01,000","₹6,14,000",Indore
2021 Nissan MAGNITE,XV PREMIUM,Manual,"16,386 km",1st Owner,Petrol,"₹15,542/month","₹8,29,000","₹7,95,000",Indore
2019 Maruti Alto,LXI,Manual,"11,549 km",1st Owner,Petrol,"₹6,862/month","₹3,77,000","₹3,51,000",Indore
2022 Maruti IGNIS,ZETA 1.2,Manual,"22,499 km",1st Owner,Petrol,"₹11,554/month","₹6,78,000","₹5,91,000",Indore
2020 Hyundai NEW SANTRO,SPORTZ MT,Manual,"16,484 km",1st Owner,Petrol,"₹9,580/month","₹5,68,000","₹4,90,000",Indore
2021 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,Manual,"12,121 km",1st Owner,Petrol,"₹12,747/month","₹6,78,000","₹6,52,000",Indore
2019 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"21,854 km",1st Owner,Petrol,"₹9,814/month","₹6,00,000","₹5,02,000",Indore
2018 Maruti IGNIS,DELTA 1.2 AMT,Automatic,"95,787 km",1st Owner,CNG,"₹9,736/month","₹5,57,000","₹4,98,000",Indore
2022 Hyundai GRAND I10 NIOS,ASTA AMT 1.2 KAPPA VTVT,Automatic,"7,101 km",1st Owner,Petrol,"₹15,093/month","₹8,45,000","₹7,72,000",Indore
2021 Hyundai AURA,S 1.2,Manual,"17,499 km",1st Owner,Petrol,"₹12,962/month","₹7,06,000","₹6,63,000",Indore
2021 Tata NEXON,XM SUNROOF PETROL,Manual,"42,583 km",1st Owner,Petrol,"₹15,532/month","₹8,48,000","₹8,16,000",Indore
2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"41,681 km",1st Owner,Petrol,"₹12,610/month","₹7,39,000","₹6,45,000",Indore
